trip_id;start_time;end_time;headway_secs
7245-10-1;08:00:00;08:59:00;900
7245-10-1;09:00:00;09:59:00;1200
7245-10-1;10:00:00;10:59:00;900
7245-10-1;11:00:00;11:59:00;1200
7245-10-1;12:00:00;12:59:00;900
7245-10-1;13:00:00;13:59:00;1200
7245-10-1;14:00:00;14:59:00;1200
7245-10-1;15:00:00;15:59:00;1200
7245-10-1;16:00:00;16:59:00;900
7245-10-1;17:00:00;17:59:00;1200
7245-10-1;18:00:00;18:59:00;1200
7245-10-1;19:00:00;19:59:00;900
7245-10-1;20:00:00;20:59:00;900
7245-10-1;21:00:00;21:59:00;1200
7245-10-1;22:00:00;22:59:00;1800
7245-10-1;23:00:00;23:59:00;1800
7267-10-0;05:00:00;05:59:00;1800
7267-10-0;06:00:00;06:59:00;900
7267-10-0;07:00:00;07:59:00;720
7267-10-0;08:00:00;08:59:00;720
7267-10-0;09:00:00;09:59:00;900
7267-10-0;10:00:00;10:59:00;1200
7267-10-0;11:00:00;11:59:00;1200
7267-10-0;12:00:00;12:59:00;900
7267-10-0;13:00:00;13:59:00;1200
7267-10-0;14:00:00;14:59:00;720
7267-10-0;15:00:00;15:59:00;900
7267-10-0;16:00:00;16:59:00;900
7267-10-0;17:00:00;17:59:00;1200
7267-10-0;18:00:00;18:59:00;1200
7267-10-0;19:00:00;19:59:00;1200
7267-10-0;20:00:00;20:59:00;1800
7267-10-0;21:00:00;21:59:00;1200
7267-10-0;22:00:00;22:59:00;1200
7267-10-0;23:00:00;23:59:00;3600
7272-10-0;04:00:00;04:59:00;3600
7272-10-0;05:00:00;05:59:00;1800
7272-10-0;06:00:00;06:59:00;900
7272-10-0;07:00:00;07:59:00;1200
7272-10-0;08:00:00;08:59:00;1200
7272-10-0;09:00:00;09:59:00;1200
7272-10-0;10:00:00;10:59:00;1800
7272-10-0;11:00:00;11:59:00;1800
7272-10-0;12:00:00;12:59:00;1800
7272-10-0;13:00:00;13:59:00;1200
7272-10-0;14:00:00;14:59:00;1200
7272-10-0;15:00:00;15:59:00;1200
7272-10-0;16:00:00;16:59:00;1200
7272-10-0;17:00:00;17:59:00;1200
7272-10-0;18:00:00;18:59:00;1800
7272-10-0;19:00:00;19:59:00;1800
7272-10-0;20:00:00;20:59:00;1200
7272-10-0;21:00:00;21:59:00;1800
7272-10-0;22:00:00;22:59:00;1200
7272-10-0;23:00:00;23:59:00;3600
7281-10-0;05:00:00;05:59:00;1800
7281-10-0;06:00:00;06:59:00;900
7281-10-0;07:00:00;07:59:00;1200
7281-10-0;08:00:00;08:59:00;900
7281-10-0;09:00:00;09:59:00;1200
7281-10-0;10:00:00;10:59:00;1800
7281-10-0;11:00:00;11:59:00;1800
7281-10-0;12:00:00;12:59:00;1200
7281-10-0;13:00:00;13:59:00;1200
7281-10-0;14:00:00;14:59:00;1200
7281-10-0;15:00:00;15:59:00;900
7281-10-0;16:00:00;16:59:00;1200
7281-10-0;17:00:00;17:59:00;1200
7281-10-0;18:00:00;18:59:00;1200
7281-10-0;19:00:00;19:59:00;1800
7281-10-0;20:00:00;20:59:00;1200
7281-10-0;21:00:00;21:59:00;1800
7281-10-0;22:00:00;22:59:00;1800
7281-10-0;23:00:00;23:59:00;3600
7282-10-0;04:00:00;04:59:00;3600
7282-10-0;05:00:00;05:59:00;1800
7282-10-0;06:00:00;06:59:00;1800
7282-10-0;07:00:00;07:59:00;1800
7282-10-0;08:00:00;08:59:00;3600
7282-10-0;09:00:00;09:59:00;1800
7282-10-0;10:00:00;10:59:00;1800
7282-10-0;11:00:00;11:59:00;3600
7282-10-0;12:00:00;12:59:00;1800
7282-10-0;13:00:00;13:59:00;1800
7282-10-0;14:00:00;14:59:00;3600
7282-10-0;15:00:00;15:59:00;1800
7282-10-0;16:00:00;16:59:00;1800
7282-10-0;17:00:00;17:59:00;1800
7282-10-0;18:00:00;18:59:00;1800
7282-10-0;19:00:00;19:59:00;3600
7282-10-0;20:00:00;20:59:00;1800
7282-10-0;21:00:00;21:59:00;1800
7282-10-0;22:00:00;22:59:00;1800
7282-10-0;23:00:00;23:59:00;3600
736G-10-0;04:00:00;04:59:00;1800
736G-10-0;05:00:00;05:59:00;900
736G-10-0;06:00:00;06:59:00;720
736G-10-0;07:00:00;07:59:00;900
736G-10-0;08:00:00;08:59:00;900
736G-10-0;09:00:00;09:59:00;900
736G-10-0;10:00:00;10:59:00;1200
736G-10-0;11:00:00;11:59:00;1200
736G-10-0;12:00:00;12:59:00;1200
736G-10-0;13:00:00;13:59:00;1200
736G-10-0;14:00:00;14:59:00;1200
736G-10-0;15:00:00;15:59:00;900
736G-10-0;16:00:00;16:59:00;900
736G-10-0;17:00:00;17:59:00;900
736G-10-0;18:00:00;18:59:00;900
736G-10-0;19:00:00;19:59:00;900
736G-10-0;20:00:00;20:59:00;1200
736G-10-0;21:00:00;21:59:00;1800
736G-10-0;22:00:00;22:59:00;1800
736G-10-0;23:00:00;23:59:00;3600
736G-10-1;05:00:00;05:59:00;1800
736G-10-1;06:00:00;06:59:00;900
736G-10-1;07:00:00;07:59:00;900
736G-10-1;08:00:00;08:59:00;900
736G-10-1;09:00:00;09:59:00;720
736G-10-1;10:00:00;10:59:00;900
736G-10-1;11:00:00;11:59:00;1200
736G-10-1;12:00:00;12:59:00;1200
736G-10-1;13:00:00;13:59:00;1200
736G-10-1;14:00:00;14:59:00;1200
736G-10-1;15:00:00;15:59:00;1200
736G-10-1;16:00:00;16:59:00;900
736G-10-1;17:00:00;17:59:00;900
736G-10-1;18:00:00;18:59:00;900
736G-10-1;19:00:00;19:59:00;900
736G-10-1;20:00:00;20:59:00;1800
736G-10-1;21:00:00;21:59:00;1800
736G-10-1;22:00:00;22:59:00;1800
736G-10-1;23:00:00;23:59:00;3600
736I-10-0;04:00:00;04:59:00;900
736I-10-0;05:00:00;05:59:00;360
736I-10-0;06:00:00;06:59:00;420
736I-10-0;07:00:00;07:59:00;480
736I-10-0;08:00:00;08:59:00;480
736I-10-0;09:00:00;09:59:00;480
736I-10-0;10:00:00;10:59:00;480
736I-10-0;11:00:00;11:59:00;600
736I-10-0;12:00:00;12:59:00;900
736I-10-0;13:00:00;13:59:00;900
736I-10-0;14:00:00;14:59:00;720
736I-10-0;15:00:00;15:59:00;600
736I-10-0;16:00:00;16:59:00;480
736I-10-0;17:00:00;17:59:00;420
736I-10-0;18:00:00;18:59:00;480
736I-10-0;19:00:00;19:59:00;600
736I-10-0;20:00:00;20:59:00;600
736I-10-0;21:00:00;21:59:00;900
736I-10-0;22:00:00;22:59:00;900
736I-10-0;23:00:00;23:59:00;3600
736I-10-1;04:00:00;04:59:00;1800
736I-10-1;05:00:00;05:59:00;900
736I-10-1;06:00:00;06:59:00;360
736I-10-1;07:00:00;07:59:00;480
736I-10-1;08:00:00;08:59:00;480
736I-10-1;09:00:00;09:59:00;480
736I-10-1;10:00:00;10:59:00;600
736I-10-1;11:00:00;11:59:00;600
736I-10-1;12:00:00;12:59:00;900
736I-10-1;13:00:00;13:59:00;900
736I-10-1;14:00:00;14:59:00;900
736I-10-1;15:00:00;15:59:00;720
736I-10-1;16:00:00;16:59:00;600
736I-10-1;17:00:00;17:59:00;480
736I-10-1;18:00:00;18:59:00;420
736I-10-1;19:00:00;19:59:00;600
736I-10-1;20:00:00;20:59:00;720
736I-10-1;21:00:00;21:59:00;720
736I-10-1;22:00:00;22:59:00;1200
736I-10-1;23:00:00;23:59:00;1200
737A-10-0;04:00:00;04:59:00;900
737A-10-0;05:00:00;05:59:00;300
737A-10-0;06:00:00;06:59:00;300
737A-10-0;07:00:00;07:59:00;300
737A-10-0;08:00:00;08:59:00;300
737A-10-0;09:00:00;09:59:00;420
737A-10-0;10:00:00;10:59:00;480
737A-10-0;11:00:00;11:59:00;480
737A-10-0;12:00:00;12:59:00;600
737A-10-0;13:00:00;13:59:00;480
737A-10-0;14:00:00;14:59:00;600
737A-10-0;15:00:00;15:59:00;420
737A-10-0;16:00:00;16:59:00;360
737A-10-0;17:00:00;17:59:00;420
737A-10-0;18:00:00;18:59:00;360
737A-10-0;19:00:00;19:59:00;420
737A-10-0;20:00:00;20:59:00;480
737A-10-0;21:00:00;21:59:00;900
737A-10-0;22:00:00;22:59:00;1200
737A-10-0;23:00:00;23:59:00;1800
737A-10-1;04:00:00;04:59:00;1800
737A-10-1;05:00:00;05:59:00;600
737A-10-1;06:00:00;06:59:00;300
737A-10-1;07:00:00;07:59:00;300
737A-10-1;08:00:00;08:59:00;360
737A-10-1;09:00:00;09:59:00;420
737A-10-1;10:00:00;10:59:00;480
737A-10-1;11:00:00;11:59:00;480
737A-10-1;12:00:00;12:59:00;480
737A-10-1;13:00:00;13:59:00;600
737A-10-1;14:00:00;14:59:00;420
737A-10-1;15:00:00;15:59:00;360
737A-10-1;16:00:00;16:59:00;360
737A-10-1;17:00:00;17:59:00;360
737A-10-1;18:00:00;18:59:00;480
737A-10-1;19:00:00;19:59:00;600
737A-10-1;20:00:00;20:59:00;600
737A-10-1;21:00:00;21:59:00;480
737A-10-1;22:00:00;22:59:00;720
737A-10-1;23:00:00;23:59:00;1200
7411-10-0;05:00:00;05:59:00;3600
7411-10-0;06:00:00;06:59:00;1800
7411-10-0;07:00:00;07:59:00;1800
7411-10-0;08:00:00;08:59:00;3600
7411-10-0;09:00:00;09:59:00;3600
7411-10-0;10:00:00;10:59:00;3600
7411-10-0;11:00:00;11:59:00;1800
7411-10-0;12:00:00;12:59:00;3600
7411-10-0;13:00:00;13:59:00;1800
7411-10-0;14:00:00;14:59:00;3600
7411-10-0;15:00:00;15:59:00;1800
7411-10-0;16:00:00;16:59:00;1800
7411-10-0;17:00:00;17:59:00;3600
7411-10-0;18:00:00;18:59:00;3600
7411-10-0;19:00:00;19:59:00;1800
7411-10-0;20:00:00;20:59:00;3600
7411-10-0;21:00:00;21:59:00;1800
7411-10-0;22:00:00;22:59:00;3600
7411-10-0;23:00:00;23:59:00;3600
7458-10-0;00:00:00;00:59:00;3600
7458-10-0;04:00:00;04:59:00;1200
7458-10-0;05:00:00;05:59:00;900
7458-10-0;06:00:00;06:59:00;600
7458-10-0;07:00:00;07:59:00;900
7458-10-0;08:00:00;08:59:00;720
7458-10-0;09:00:00;09:59:00;900
7458-10-0;10:00:00;10:59:00;900
7458-10-0;11:00:00;11:59:00;900
7458-10-0;12:00:00;12:59:00;1200
7458-10-0;13:00:00;13:59:00;900
7458-10-0;14:00:00;14:59:00;900
7458-10-0;15:00:00;15:59:00;720
7458-10-0;16:00:00;16:59:00;900
7458-10-0;17:00:00;17:59:00;1200
7458-10-0;18:00:00;18:59:00;1800
7458-10-0;19:00:00;19:59:00;1200
7458-10-0;20:00:00;20:59:00;1800
7458-10-0;21:00:00;21:59:00;1200
7458-10-0;22:00:00;22:59:00;1800
7458-10-0;23:00:00;23:59:00;1800
7458-10-1;00:00:00;00:59:00;1800
7458-10-1;04:00:00;04:59:00;3600
7458-10-1;05:00:00;05:59:00;1200
7458-10-1;06:00:00;06:59:00;1200
7458-10-1;07:00:00;07:59:00;600
7458-10-1;08:00:00;08:59:00;720
7458-10-1;09:00:00;09:59:00;720
7458-10-1;10:00:00;10:59:00;900
7458-10-1;11:00:00;11:59:00;900
7458-10-1;12:00:00;12:59:00;900
7458-10-1;13:00:00;13:59:00;1200
7458-10-1;14:00:00;14:59:00;900
7458-10-1;15:00:00;15:59:00;900
7458-10-1;16:00:00;16:59:00;720
7458-10-1;17:00:00;17:59:00;1200
7458-10-1;18:00:00;18:59:00;1200
7458-10-1;19:00:00;19:59:00;1200
7458-10-1;20:00:00;20:59:00;1800
7458-10-1;21:00:00;21:59:00;1200
7458-10-1;22:00:00;22:59:00;1800
7458-10-1;23:00:00;23:59:00;1800
745M-10-0;04:00:00;04:59:00;900
745M-10-0;05:00:00;05:59:00;600
745M-10-0;06:00:00;06:59:00;420
745M-10-0;07:00:00;07:59:00;1200
745M-10-0;08:00:00;08:59:00;1200
745M-10-0;09:00:00;09:59:00;1200
745M-10-0;10:00:00;10:59:00;720
745M-10-0;11:00:00;11:59:00;1200
745M-10-0;12:00:00;12:59:00;900
745M-10-0;13:00:00;13:59:00;900
745M-10-0;14:00:00;14:59:00;900
745M-10-0;15:00:00;15:59:00;900
745M-10-0;16:00:00;16:59:00;720
745M-10-0;17:00:00;17:59:00;1200
745M-10-0;18:00:00;18:59:00;900
745M-10-0;19:00:00;19:59:00;1200
745M-10-0;20:00:00;20:59:00;1200
745M-10-0;21:00:00;21:59:00;1800
745M-10-0;22:00:00;22:59:00;1200
745M-10-0;23:00:00;23:59:00;1200
745M-10-1;00:00:00;00:59:00;3600
745M-10-1;04:00:00;04:59:00;1200
745M-10-1;05:00:00;05:59:00;900
745M-10-1;06:00:00;06:59:00;1200
745M-10-1;07:00:00;07:59:00;720
745M-10-1;08:00:00;08:59:00;480
745M-10-1;09:00:00;09:59:00;900
745M-10-1;10:00:00;10:59:00;1200
745M-10-1;11:00:00;11:59:00;900
745M-10-1;12:00:00;12:59:00;1200
745M-10-1;13:00:00;13:59:00;900
745M-10-1;14:00:00;14:59:00;900
745M-10-1;15:00:00;15:59:00;900
745M-10-1;16:00:00;16:59:00;900
745M-10-1;17:00:00;17:59:00;900
745M-10-1;18:00:00;18:59:00;900
745M-10-1;19:00:00;19:59:00;900
745M-10-1;20:00:00;20:59:00;1200
745M-10-1;21:00:00;21:59:00;1200
745M-10-1;22:00:00;22:59:00;1200
745M-10-1;23:00:00;23:59:00;1200
745M-21-0;05:00:00;05:59:00;1800
745M-21-0;06:00:00;06:59:00;1200
745M-21-0;07:00:00;07:59:00;1800
745M-21-0;08:00:00;08:59:00;1800
745M-21-0;09:00:00;09:59:00;1800
745M-21-0;10:00:00;10:59:00;1800
745M-21-0;11:00:00;11:59:00;1800
745M-21-0;12:00:00;12:59:00;1800
745M-21-0;13:00:00;13:59:00;1800
745M-21-0;14:00:00;14:59:00;1800
745M-21-0;15:00:00;15:59:00;1800
745M-21-0;16:00:00;16:59:00;1800
745M-21-0;17:00:00;17:59:00;1800
745M-21-0;18:00:00;18:59:00;1800
745M-21-0;19:00:00;19:59:00;1200
746C-10-0;04:00:00;04:59:00;1200
746C-10-0;05:00:00;05:59:00;360
746C-10-0;06:00:00;06:59:00;360
746C-10-0;07:00:00;07:59:00;360
746C-10-0;08:00:00;08:59:00;360
746C-10-0;09:00:00;09:59:00;420
746C-10-0;10:00:00;10:59:00;480
746C-10-0;11:00:00;11:59:00;720
746C-10-0;12:00:00;12:59:00;720
746C-10-0;13:00:00;13:59:00;720
746C-10-0;14:00:00;14:59:00;480
746C-10-0;15:00:00;15:59:00;360
746C-10-0;16:00:00;16:59:00;360
746C-10-0;17:00:00;17:59:00;360
746C-10-0;18:00:00;18:59:00;420
746C-10-0;19:00:00;19:59:00;480
746C-10-0;20:00:00;20:59:00;600
746C-10-0;21:00:00;21:59:00;900
746C-10-0;22:00:00;22:59:00;900
746C-10-0;23:00:00;23:59:00;1200
746C-10-1;04:00:00;04:59:00;1800
746C-10-1;05:00:00;05:59:00;360
746C-10-1;06:00:00;06:59:00;360
746C-10-1;07:00:00;07:59:00;360
746C-10-1;08:00:00;08:59:00;360
746C-10-1;09:00:00;09:59:00;360
746C-10-1;10:00:00;10:59:00;420
746C-10-1;11:00:00;11:59:00;480
746C-10-1;12:00:00;12:59:00;720
746C-10-1;13:00:00;13:59:00;720
746C-10-1;14:00:00;14:59:00;720
746C-10-1;15:00:00;15:59:00;480
746C-10-1;16:00:00;16:59:00;360
746C-10-1;17:00:00;17:59:00;360
746C-10-1;18:00:00;18:59:00;360
746C-10-1;19:00:00;19:59:00;480
746C-10-1;20:00:00;20:59:00;600
746C-10-1;21:00:00;21:59:00;900
746C-10-1;22:00:00;22:59:00;900
746C-10-1;23:00:00;23:59:00;1200
746H-10-0;04:00:00;04:59:00;600
746H-10-0;05:00:00;05:59:00;300
746H-10-0;06:00:00;06:59:00;300
746H-10-0;07:00:00;07:59:00;360
746H-10-0;08:00:00;08:59:00;420
746H-10-0;09:00:00;09:59:00;480
746H-10-0;10:00:00;10:59:00;720
746H-10-0;11:00:00;11:59:00;720
746H-10-0;12:00:00;12:59:00;720
746H-10-0;13:00:00;13:59:00;600
746H-10-0;14:00:00;14:59:00;420
746H-10-0;15:00:00;15:59:00;360
746H-10-0;16:00:00;16:59:00;420
746H-10-0;17:00:00;17:59:00;360
746H-10-0;18:00:00;18:59:00;360
746H-10-0;19:00:00;19:59:00;900
746H-10-0;20:00:00;20:59:00;900
746H-10-0;21:00:00;21:59:00;1200
746H-10-0;22:00:00;22:59:00;1200
746H-10-0;23:00:00;23:59:00;3600
746H-10-1;00:00:00;00:59:00;3600
746H-10-1;04:00:00;04:59:00;1200
746H-10-1;05:00:00;05:59:00;360
746H-10-1;06:00:00;06:59:00;360
746H-10-1;07:00:00;07:59:00;360
746H-10-1;08:00:00;08:59:00;360
746H-10-1;09:00:00;09:59:00;480
746H-10-1;10:00:00;10:59:00;600
746H-10-1;11:00:00;11:59:00;720
746H-10-1;12:00:00;12:59:00;720
746H-10-1;13:00:00;13:59:00;720
746H-10-1;14:00:00;14:59:00;600
746H-10-1;15:00:00;15:59:00;420
746H-10-1;16:00:00;16:59:00;480
746H-10-1;17:00:00;17:59:00;420
746H-10-1;18:00:00;18:59:00;360
746H-10-1;19:00:00;19:59:00;600
746H-10-1;20:00:00;20:59:00;900
746H-10-1;21:00:00;21:59:00;900
746H-10-1;22:00:00;22:59:00;1200
746H-10-1;23:00:00;23:59:00;3600
746K-10-0;04:00:00;04:59:00;1800
746K-10-0;05:00:00;05:59:00;480
746K-10-0;06:00:00;06:59:00;480
746K-10-0;07:00:00;07:59:00;600
746K-10-0;08:00:00;08:59:00;720
746K-10-0;09:00:00;09:59:00;900
746K-10-0;10:00:00;10:59:00;900
746K-10-0;11:00:00;11:59:00;900
746K-10-0;12:00:00;12:59:00;900
746K-10-0;13:00:00;13:59:00;1200
746K-10-0;14:00:00;14:59:00;1200
746K-10-0;15:00:00;15:59:00;900
746K-10-0;16:00:00;16:59:00;720
746K-10-0;17:00:00;17:59:00;720
746K-10-0;18:00:00;18:59:00;600
746K-10-0;19:00:00;19:59:00;1200
746K-10-0;20:00:00;20:59:00;1200
746K-10-0;21:00:00;21:59:00;1200
746K-10-0;22:00:00;22:59:00;1200
746K-10-0;23:00:00;23:59:00;1800
746P-10-0;00:00:00;00:59:00;3600
746P-10-0;04:00:00;04:59:00;1800
746P-10-0;05:00:00;05:59:00;600
746P-10-0;06:00:00;06:59:00;300
746P-10-0;07:00:00;07:59:00;360
746P-10-0;08:00:00;08:59:00;360
746P-10-0;09:00:00;09:59:00;600
746P-10-0;10:00:00;10:59:00;720
746P-10-0;11:00:00;11:59:00;600
746P-10-0;12:00:00;12:59:00;420
746P-10-0;13:00:00;13:59:00;600
746P-10-0;14:00:00;14:59:00;720
746P-10-0;15:00:00;15:59:00;480
746P-10-0;16:00:00;16:59:00;420
746P-10-0;17:00:00;17:59:00;360
746P-10-0;18:00:00;18:59:00;420
746P-10-0;19:00:00;19:59:00;300
746P-10-0;20:00:00;20:59:00;420
746P-10-0;21:00:00;21:59:00;600
746P-10-0;22:00:00;22:59:00;720
